#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-04-06T05:36:03 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e8abf0a9c6a	
#INFO	-out.max=99999	
#INFO	queryParameters=18	
#-oc.form=dec
#-out.max=99999
#-nav=cat:J/A+A/530/A138&tab:{J/A+A/530/A138/catalog}&key:source=J/A+A/530/A138&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/530/A138/catalog
#-order=I
#-out=HIP
#-out=Name
#H09=H09
#-out=logg
#-out=Teff
#-out=e_Teff
#-out=[Fe/H]
#-out=RAJ2000
#-out=DEJ2000
#
#RESOURCE=yCat_35300138
#Name: J/A+A/530/A138
#Title: Geneva-Copenhagen survey re-analysis (Casagrande+, 2011)
#Table	J_A_A_530_A138_catalog:
#Name: J/A+A/530/A138/catalog
#Title: *Stellar parameters
#Column	HIP	(I6)	? Hipparcos number (2) [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	Name	(a12)	Other name (3)	[ucd=meta.id]
#Column	logg	(F5.2)	? Surface gravity (5)	[ucd=phys.gravity]
#Column	Teff	(F5)	? Effective temperature (6)	[ucd=phys.temperature.effective]
#Column	e_Teff	(F5)	? Teff error (7)	[ucd=stat.error;phys.temperature.effective]
#Column	[Fe/H]	(F5.2)	? Metallicity	[ucd=phys.abund.Z]
#Column	RAJ2000	(A10)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#HIP;Name;logg;Teff;e_Teff;[Fe/H];RAJ2000;DEJ2000
# ; ;[cm/s2];K;K;[Sun];"h:m:s";"d:m:s"
# Note: Values for Sun from Prsa et al. 2016, IAU defined values.
#------;------------;-----;-----;-----;-----;----------;---------
  5440;HD 6795     ; 3.81; 6493;   77;-0.02;01 09 34.9;+57 20 59
  5302;HD 6819     ; 3.85; 5924;   81; 0.06;01 07 48.6;-55 58 11
  5441;HD 6834     ; 4.23; 6512;   80;-0.73;01 09 35.2;+39 46 51
  5430;HD 6847     ; 3.95; 6524;   91;-0.08;01 09 22.9;+22 54 35
  5389;HD 6880     ; 4.54; 5329;   61;-0.09;01 08 57.9;-30 55 45
  5395;HD 6910     ; 4.05; 6244;  125; 0.51;01 09 02.4;-42 24 06
  5490;HD 7052     ; 4.66; 5359;   77;-0.02;01 10 16.9;-40 37 21
  5552;HD 7089     ; 4.26; 6545;   87;-0.06;01 11 12.7;-01 16 27
  5488;HD 7097     ; 4.00; 7088;  132;-0.32;01 10 15.5;-56 51 46
  5578;HD 7134     ; 4.35; 5966;   58;-0.25;01 11 32.0;-12 50 35
  5628;HD 7138     ; 3.89; 6978;   98;-0.16;01 12 17.0;+40 54 39
  5607;HD 7170     ; 4.24; 5998;   81; 0.04;01 11 54.3;-14 33 16
  5631;HD 7193     ; 4.40; 6302;   81;-0.33;01 12 19.1;+12 16 54
  5646;HD 7218     ; 4.12; 6492;  123;-0.05;01 12 30.6;+02 28 17
  5682;HD 7228     ; 4.15; 6140;   75;-0.05;01 13 02.3;+33 09 17
  5947;HD 7238     ; 3.71; 6465;  101;-0.16;01 16 30.8;+79 54 36
  5651;HD 7257     ; 4.35; 6491;  111;-0.14;01 12 34.2;-20 27 31
  5636;HD 7259     ; 3.77; 6427;  100; 0.09;01 12 23.3;-30 48 07
  5784;HD 7284     ; 4.37; 6265;   70;-0.10;01 14 10.5;+58 48 44
  5765;HD 7334     ; 3.79; 6036;   61; 0.28;01 14 01.4;+34 29 33
  5841;HD 7361     ; 4.35; 6973;   99;-0.17;01 14 58.2;+59 45 07
  5754;HD 7376     ; 4.12; 6586;   96;-0.02;01 13 52.0;-04 50 50
  5709;HD 7382     ; 4.32; 6679;   86;-0.06;01 13 26.5;-39 32 24
  5623;HD 7442     ; 4.01; 6187;  120; 0.24;01 12 10.5;-73 54 25
  5806;HD 7449     ; 4.42; 6031;   89;-0.21;01 14 29.3;-05 02 50
  5913;HD 7458     ; 4.28; 6676;   96;-0.33;01 16 04.4;+61 54 26
  5837;HD 7463     ; 3.95; 6366;   83;-0.30;01 14 51.1;+09 44 27
  5700;HD 7573     ; 4.30; 5787;  157;-0.08;01 13 21.5;-74 16 38
  5932;HD 7616     ; 4.16; 6394;   88;-0.10;01 16 16.1;+16 09 59
  5817;HD 7621     ; 4.37; 5496;   53; 0.15;01 14 40.4;-64 45 51
  5938;HD 7661     ; 4.52; 5429;   65;-0.03;01 16 24.1;-12 05 49
  5895;HD 7678     ; 4.48; 5988;  134; 0.00;01 15 45.0;-53 42 56
  5985;HD 7727     ; 4.33; 6113;   72;-0.05;01 16 59.0;-02 16 44
  6017;HD 7747     ; 4.23; 6450;  132;-0.08;01 17 20.3;+04 39 53
  6022;HD 7775     ; 4.41; 6166;   88;-0.25;01 17 22.7;-05 37 57
  5943;HD 7858     ; 4.24; 6837;  100;-0.14;01 16 29.1;-67 25 51
  6088;HD 7883     ; 3.84; 5584;   78;-0.08;01 18 10.4;-26 51 43
  6285;HD 8004     ; 4.46; 5987;   79;-0.09;01 20 36.9;+54 57 44
  6197;HD 8038     ; 4.41; 5697;   45; 0.27;01 19 29.0;-24 57 04
  6237;HD 8070     ; 4.21; 6710;  111;-0.15;01 20 02.9;-09 53 01
  6206;HD 8076     ; 4.47; 5921;   59;-0.05;01 19 33.3;-39 21 45
  6246;HD 8083     ; 3.57; 6161;  112; 0.17;01 20 08.1;-02 29 27
  6309;HD 8100     ; 4.39; 6019;   78; 0.12;01 21 03.9;+38 02 03
  6308;HD 8117     ; 4.36; 6198;   79;-0.44;01 21 03.6;+25 09 30
  6235;HD 8178     ; 3.62; 6530;   73;-0.01;01 19 58.3;-57 20 56
  6221;HD 8241     ; 4.16; 6472;   78; 0.03;01 19 45.3;-68 53 53
  6384;HD 8248     ; 3.73; 6424;   72; 0.22;01 22 02.4;+15 47 21
  6405;HD 8262     ; 4.45; 5766;   83;-0.20;01 22 17.8;+18 40 57
  6416;HD 8302     ; 3.85; 6865;   96;-0.43;01 22 23.4;+05 15 04
  6348;HD 8305     ; 4.12; 6927;  103;-0.19;01 21 32.2;-45 08 14
  6161;HD 8306     ; 4.24; 6428;  138; 0.03;01 19 01.7;-77 01 50
  6496;HD 8307     ; 3.97; 6342;   82; 0.00;01 23 26.0;+52 48 25
  6184;HD 8316     ; 3.91; 6416;   88; 0.09;01 19 20.9;-76 08 56
  6455;HD 8406     ; 4.54; 5805;   80;-0.20;01 23 00.8;-16 29 14
  6450;HD 8408     ; 4.12; 6435;   91;-0.10;01 22 53.2;-20 44 11
  6529;HD 8430     ; 3.92; 6554;   82;-0.02;01 23 51.9;+25 55 29
  6527;HD 8442     ; 4.12; 6540;   80;-0.07;01 23 50.8;+17 49 06
  6528;HD 8483     ; 4.15; 6144;   75;-0.15;01 23 50.8;-05 49 08
  6572;HD 8523     ; 4.41; 6197;   77; 0.02;01 24 25.3;+06 29 03
  6511;HD 8535     ; 4.33; 6157;   89;-0.06;01 23 37.2;-41 16 11
  6601;HD 8542     ; 3.88; 5933;   90; 0.11;01 24 46.8;+20 09 31
  6643;HD 8574     ; 4.21; 6086;   86;-0.03;01 25 12.5;+28 34 00
  6551;HD 8581     ; 4.08; 6153;   90; 0.06;01 24 12.3;-31 48 43
  6607;HD 8638     ; 4.50; 5578;   55;-0.32;01 24 49.2;-27 50 20
  6653;HD 8648     ; 4.16; 5697;   80; 0.16;01 25 20.1;+01 27 39
  6702;HD 8673     ; 4.24; 6392;   70; 0.08;01 26 08.7;+34 34 46
  6733;HD 8710     ; 4.13; 6894;  112;-0.04;01 26 43.1;+43 41 30
  6752;HD 8745     ; 4.31; 6278;   72; 0.02;01 26 53.8;+37 29 31
  6776;HD 8774     ; 4.18; 6537;   70; 0.21;01 27 06.3;+34 22 39
  6782;HD 8786     ; 4.03; 6420;  125;-0.36;01 27 14.3;+39 39 15
  6494;HD 8813     ; 4.49; 5737;  118;-0.12;01 23 25.8;-76 36 42
  6786;HD 8815     ; 4.29; 6724;   88;-0.01;01 27 20.5;+29 46 15
  6744;HD 8859     ; 4.50; 5586;   89;-0.05;01 26 49.2;-29 28 29
  6791;HD 8895     ; 3.76; 6471;  105; 0.08;01 27 25.1;-20 21 06
  6878;HD 8907     ; 4.32; 6296;   70;-0.20;01 28 34.3;+42 16 03
  6869;HD 8941     ; 4.00; 6285;   85; 0.13;01 28 24.3;+17 04 45
  6854;HD 8985     ; 4.39; 6306;   77;-0.02;01 28 07.3;-28 03 04
  6943;HD 8995     ; 4.32; 6455;   82;-0.26;01 29 26.4;+42 16 54
  6915;HD 9024     ; 3.94; 6925;  113;-0.07;01 29 03.0;+07 17 38
  6909;HD 9061     ; 3.84; 6559;  100;-0.11;01 28 57.4;-17 56 14
  6969;HD 9081     ; 3.87; 5628;   65; 0.30;01 29 42.3;+17 05 56
  6975;HD 9091     ; 4.23; 5923;   57;-0.31;01 29 48.6;+23 41 25
  6965;HD 9118     ; 4.03; 6995;  121;-0.15;01 29 41.0;-13 13 25
  6984;HD 9139     ; 3.58; 6689;  105; 0.14;01 29 53.6;-05 35 45
  7034;HD 9172     ; 4.24; 6698;   82;-0.23;01 30 39.1;+25 54 53
  7029;HD 9180     ; 4.31; 6279;   91; 0.10;01 30 33.9;+05 22 15
  7248;HD 9222     ; 4.29; 6558;  109;-0.18;01 33 23.5;+71 33 16
  7090;HD 9224     ; 4.23; 6000;   57; 0.08;01 31 19.5;+29 24 47
  7138;HD 9235     ; 4.04; 6917;   96;-0.26;01 31 58.6;+52 28 11
  7081;HD 9236     ; 4.21; 7006;  122;-0.15;01 31 13.9;+17 09 07
  7080;HD 9280     ; 4.16; 5658;   71; 0.35;01 31 13.9;-10 53 47
  7153;HD 9305     ; 3.86; 6229;   71; 0.06;01 32 12.9;+32 32 31
  7221;HD 9331     ; 4.42; 5637;   71; 0.38;01 33 02.1;+53 02 01
  7060;HD 9351     ; 3.98; 6084;   84; 0.21;01 31 01.5;-51 12 55
  7086;HD 9378     ; 4.18; 6981;  116;-0.25;01 31 16.5;-49 54 14
  7216;HD 9386     ; 3.73; 6094;   81;-0.16;01 32 57.7;+33 51 10
  7279;HD 9389     ; 4.10; 6653;  146;-0.32;01 33 45.0;+56 48 36
  7104;HD 9403     ; 4.09; 6230;  119; 0.07;01 31 32.6;-43 50 47
  7099;HD 9404     ; 4.11; 6701;   79;-0.20;01 31 29.5;-44 39 21
  7262;HD 9443     ; 4.26; 6939;   92;-0.15;01 33 33.8;+40 54 05
  7210;HD 9449     ; 4.42; 6311;   83;-0.25;01 32 52.7;+04 46 28
  7106;HD 9468     ; 4.23; 6386;   68;-0.45;01 31 33.7;-59 35 33
  7244;HD 9472     ; 4.44; 5714;   56;-0.10;01 33 19.0;+23 58 32
  7114;HD 9499     ; 4.16; 6882;  103;-0.13;01 31 37.3;-61 14 57
  7189;HD 9544     ; 3.68; 6442;   93; 0.02;01 32 36.3;-49 43 39
  7211;HD 9580     ; 4.50; 5669;   63;-0.03;01 32 53.3;-52 36 56
  7312;HD 9595     ; 4.02; 6167;   96; 0.19;01 34 07.5;+02 26 46
  7237;HD 9608     ; 4.34; 6034;  125;-0.32;01 33 16.1;-47 18 21
  7475;HD 9666     ; 3.80; 6404;   92;-0.07;01 36 16.2;+59 27 33
  7357;HD 9670     ; 4.29; 6137;   81;-0.23;01 34 48.8;+00 56 41
  7384;HD 9769     ; 3.95; 6163;  111;-0.12;01 35 08.6;-23 26 50
  7404;HD 9782     ; 4.34; 6042;  112; 0.07;01 35 26.3;-13 22 51
  7256;HD 9850     ; 4.03; 6654;   82;-0.16;01 33 30.4;-70 52 04
  7443;HD 9895     ; 4.29; 6622;  117;-0.15;01 35 50.5;-39 56 49
  7387;HD 9896     ; 4.19; 6848;  110;-0.07;01 35 15.0;-58 08 22
  7467;HD 9905     ; 4.43; 5338;   63; 0.15;01 36 10.0;-29 23 32
  7429;HD 9934     ; 4.41; 6065;   87;-0.24;01 35 41.9;-55 14 16
  7612;HD 9966     ; 4.12; 5854;  175; 0.03;01 38 04.8;+30 47 23
  7585;HD 9986     ; 4.41; 5800;   64; 0.07;01 37 40.8;+12 04 42
  7539;HD 10002    ; 4.47; 5267;   51; 0.21;01 37 08.6;-29 23 35
  7426;HD 10004    ; 4.53; 5532;   94;-0.01;01 35 40.8;-65 17 37
  7609;HD 10007    ; 3.70; 6276;   96; 0.04;01 38 02.3;+21 53 10
  7744;HD 10013    ; 4.46; 5453;   57; 0.10;01 39 42.1;+65 09 38
  7586;HD 10037    ; 4.11; 6118;  119;-0.26;01 37 41.2;-25 34 04
  7537;HD 10039    ; 4.11; 6438;  125;-0.10;01 37 07.4;-48 17 27
  7734;HD 10086    ; 4.43; 5647;   68; 0.12;01 39 36.0;+45 52 39
  7727;HD 10094    ; 4.08; 6170;   80;-0.27;01 39 29.2;+38 50 27
  7669;HD 10116    ; 4.14; 6426;   87;-0.18;01 38 44.7;-05 44 07
  7733;HD 10126    ; 4.47; 5561;   72; 0.01;01 39 35.9;+28 06 39
  7902;HD 10145    ; 4.38; 5659;   70; 0.04;01 41 37.7;+66 54 35
  7649;HD 10167    ; 3.91; 7012;  115;-0.34;01 38 30.7;-42 55 40
  7599;HD 10180    ; 4.33; 5929;   67; 0.03;01 37 53.5;-60 30 41
  7747;HD 10183    ; 4.07; 6477;   89; 0.11;01 39 43.9;+03 27 19
  7693;HD 10188    ; 4.09; 5824;   78; 0.35;01 39 01.9;-33 28 05
  7949;HD 10195    ; 4.40; 6265;   76;-0.11;01 42 06.4;+69 05 09
  7855;HD 10211    ; 3.92; 5930;   69; 0.21;01 41 00.6;+49 06 14
  7759;HD 10226    ; 4.35; 5953;   56; 0.08;01 39 54.6;-09 58 20
  7819;HD 10262    ; 4.01; 6667;  105;-0.14;01 40 34.9;+08 45 38
  7821;HD 10318    ; 4.19; 5926;   91; 0.09;01 40 35.6;-16 17 33
  8145;HD 10344    ; 4.02; 7104;  110; 0.03;01 44 44.6;+75 52 19
  7889;HD 10350    ; 4.42; 7013;  102;-0.16;01 41 28.9;+24 11 00
  7822;HD 10370    ; 4.52; 5703;   69;-0.07;01 40 36.4;-36 29 01
  7885;HD 10462    ; 4.31; 5790;   57; 0.04;01 41 27.3;-31 48 30
  7805;HD 10472    ; 4.31; 6775;  132;-0.24;01 40 24.0;-60 59 56
  7886;HD 10481    ; 4.20; 6771;   89; 0.04;01 41 27.3;-38 07 58
  7937;HD 10510    ; 3.99; 6645;   76; 0.09;01 42 02.0;-19 11 33
  8109;HD 10556    ; 4.24; 5988;   59;-0.01;01 44 14.0;+54 53 11
  7756;HD 10608    ; 4.10; 6888;  127; 0.19;01 39 53.4;-74 59 00
  7990;HD 10678    ; 4.51; 5660;   80; 0.08;01 42 37.0;-58 24 47
  7973;HD 10711    ; 3.86; 6300;   79; 0.25;01 42 25.8;-66 50 33
  8121;HD 10718    ; 4.31; 5947;   63; 0.02;01 44 22.3;-20 35 46
  8128;HD 10753    ; 4.56; 5721;   96;-0.28;01 44 28.9;-33 50 33
  8288;HD 10757    ; 3.93; 5964;   82; 0.10;01 46 47.1;+59 09 22
  8216;HD 10766    ; 4.01; 6550;  117; 0.32;01 45 49.8;+26 23 58
  8285;HD 10844    ; 4.34; 5845;   70;-0.12;01 46 44.8;+25 55 05
  8233;HD 10863    ; 4.28; 6931;  114;-0.09;01 46 01.0;-27 20 55
  8370;HD 10874    ; 3.93; 6565;  107;-0.06;01 47 48.0;+46 13 47
  8193;HD 10887    ; 4.52; 5714;  100; 0.04;01 45 19.9;-56 06 28
  8346;HD 11020    ; 4.60; 5292;   65; 0.00;01 47 38.3;-26 45 00
  8278;HD 11042    ; 3.78; 6505;   73;-0.12;01 46 39.3;-61 23 27
  8476;HD 11045    ; 4.24; 5785;   74;-0.30;01 49 16.1;+35 26 25
  8540;HD 11105    ; 4.14; 6720;   92;-0.18;01 50 05.9;+38 33 39
  8434;HD 11107    ; 3.76; 6664;   95; 0.36;01 48 43.0;-23 52 11
  8398;HD 11112    ; 4.21; 6134;  110; 0.28;01 48 20.5;-41 29 42
  8719;HD 11114    ; 3.96; 6125;   90;-0.07;01 52 10.5;+70 45 05
  8528;HD 11119    ; 3.83; 6819;   87;-0.07;01 49 59.0;+27 27 52
  8543;HD 11130    ; 4.60; 5223;   70;-0.29;01 50 07.8;+29 27 52
  8460;HD 11133    ; 4.03; 6774;   91;-0.10;01 49 05.6;-18 28 38
  8567;HD 11152    ; 4.25; 6792;   88;-0.15;01 50 29.8;+38 18 11
  8557;HD 11166    ; 3.92; 6230;   83; 0.02;01 50 23.9;+30 48 12
  8524;HD 11170    ; 3.86; 6412;   91; 0.49;01 49 55.9;+07 13 24
  8548;HD 11226    ; 4.23; 6099;   64; 0.01;01 50 15.4;-06 42 14
  8587;HD 11271    ; 4.12; 6028;   77; 0.15;01 50 52.0;+06 31 42
  8564;HD 11274    ; 4.35; 6617;   96;-0.21;01 50 28.8;-12 20 33
  8527;HD 11277    ; 4.32; 6227;  103;-0.01;01 49 57.8;-35 32 24
  8654;HD 11309    ; 3.95; 6257;   78; 0.23;01 51 32.2;+18 30 29
  8734;HD 11348    ; 4.12; 6448;   88;-0.03;01 52 22.3;+37 25 47
  8661;HD 11351    ; 4.31; 6976;  135;-0.17;01 51 36.3;-02 38 16
  8625;HD 11379    ; 3.98; 6333;   87;-0.20;01 51 14.6;-30 54 09
  8578;HD 11393    ; 4.46; 5470;   49; 0.03;01 50 37.0;-54 00 34
  8674;HD 11397    ; 4.49; 5620;   68;-0.69;01 51 40.5;-16 19 03
  8694;HD 11459    ; 3.86; 6275;  117; 0.10;01 51 52.2;-37 02 31
  8838;HD 11474    ; 4.09; 6076;   88;-0.05;01 53 38.9;+39 52 59
  8829;HD 11486    ; 3.96; 6974;  100;-0.18;01 53 30.2;+31 56 26
  8798;HD 11505    ; 4.34; 5789;   68;-0.15;01 53 06.1;-01 19 36
  8827;HD 11520    ; 3.79; 6451;  109; 0.12;01 53 29.9;+12 40 56
  8758;HD 11523    ; 4.35; 5947;  108;-0.08;01 52 42.1;-27 14 43
  8857;HD 11547    ; 3.84; 6803;   95;-0.06;01 53 55.7;+25 46 34
  8859;HD 11592    ; 4.23; 6365;   80;-0.35;01 53 57.6;+10 36 50
  8872;HD 11616    ; 4.04; 6108;  106; 0.19;01 54 11.9;+09 57 02
  8918;HD 11699    ; 4.26; 6685;  110; 0.06;01 54 48.4;-06 35 32
  8291;HD 11715    ; 4.19; 7032;  116;-0.32;01 46 49.5;-82 40 22
  8988;HD 11835    ; 3.84; 6472;   90;-0.14;01 55 49.1;-20 33 46
  9073;HD 11850    ; 4.55; 5621;   89; 0.03;01 56 47.2;+23 03 04
  9151;HD 11907    ; 4.23; 6332;   96;-0.07;01 57 55.4;+40 45 38
  9137;HD 11963    ; 4.30; 6309;  124;-0.46;01 57 46.1;+14 23 20
  8983;HD 11995    ; 4.12; 6995;  149;-0.13;01 55 46.4;-60 51 39
  9051;HD 12057    ; 4.02; 6502;  139;-0.04;01 56 37.2;-58 28 17
  9327;HD 12073    ; 4.18; 6655;   85;-0.25;01 59 46.3;+49 28 41
  9170;HD 12084    ; 4.34; 6074;   69;-0.02;01 58 03.3;-28 48 54
  8701;HD 12110    ; 4.67; 5035;   69;-0.30;01 51 57.9;-81 01 09
  9252;HD 12168    ; 4.39; 5673;  108;-0.42;01 58 55.7;-26 30 34
  9294;HD 12214    ; 3.91; 6333;   64;-0.26;01 59 25.5;-23 26 10
  9349;HD 12264    ; 4.44; 5802;   81;-0.08;02 00 05.3;-13 32 46
  9417;HD 12273    ; 3.65; 6337;   96; 0.25;02 00 59.6;+29 14 18
  9284;HD 12277    ; 3.63; 6627;   87;-0.13;01 59 19.3;-44 44 31
  9665;HD 12350    ; 4.31; 7083;  117;-0.15;02 04 19.0;+71 12 41
  9452;HD 12354    ; 4.12; 7060;  124;-0.17;02 01 33.3;+23 23 43
  8991;HD 12363    ; 4.15; 6601;  103;-0.02;01 55 50.5;-78 20 54
  9382;HD 12371    ; 4.21; 6619;  109;-0.27;02 00 33.5;-30 25 27
  9381;HD 12387    ; 4.31; 5710;   49;-0.18;02 00 32.1;-40 43 52
  9492;HD 12413    ; 4.24; 6368;  101;-0.03;02 02 07.1;+22 06 14
  9473;HD 12414    ; 4.24; 6315;   93;-0.32;02 01 52.4;+07 51 51
  9543;HD 12436    ; 3.96; 6114;   91; 0.02;02 02 39.3;+33 45 47
  9308;HD 12452    ; 4.22; 6771;   87;-0.10;01 59 35.8;-65 26 53
  9474;HD 12460    ; 3.97; 6433;   86; 0.15;02 01 54.0;-11 49 18
  9659;HD 12482    ; 4.36; 6198;   85;-0.13;02 04 16.6;+60 14 39
  9576;HD 12536    ; 3.94; 5758;   77; 0.09;02 03 01.7;+03 21 31
  9636;HD 12546    ; 4.04; 6696;   93;-0.24;02 03 50.6;+33 41 53
  9618;HD 12572    ; 4.41; 5628;   92;-0.08;02 03 37.0;+21 16 51
  9524;HD 12600    ; 4.19; 6378;   81; 0.03;02 02 30.3;-40 31 12
  9140;HD 12603    ; 3.54; 6738;  116; 0.27;01 57 48.8;-78 45 49
  9647;HD 12640    ; 3.90; 6468;   75; 0.11;02 04 00.1;+08 05 41
  9469;HD 12680    ; 3.88; 6224;   89; 0.27;02 01 50.1;-63 37 21
  9052;HD 12681    ; 4.08; 6856;  120;-0.04;01 56 37.7;-81 29 57
  9471;HD 12696    ; 4.13; 5718;   69; 0.04;02 01 51.3;-65 23 46
  9629;HD 12724    ; 4.53; 5506;   68;-0.22;02 03 46.0;-40 28 08
  9805;HD 12741    ; 3.90; 5826;   80;-0.33;02 06 10.4;+46 51 35
  9678;HD 12745    ; 4.06; 6391;  107;-0.06;02 04 30.3;-16 13 01
  9742;HD 12783    ; 4.55; 5677;   62;-0.03;02 05 19.1;+00 19 22
  9716;HD 12786    ; 4.55; 5314;   70;-0.14;02 04 59.3;-15 40 41
 10031;HD 12800    ; 4.41; 6134;   68;-0.22;02 09 08.2;+71 33 07
  9672;HD 12808    ; 4.16; 6255;   76; 0.10;02 04 24.5;-43 30 27
  9790;HD 12825    ; 3.49; 6706;  100;-0.08;02 05 54.9;+06 40 39
  9829;HD 12846    ; 4.51; 5741;   66;-0.20;02 06 30.2;+24 20 02
  9685;HD 12894    ; 4.17; 6735;  114;-0.14;02 04 35.1;-54 52 54
  9813;HD 12909    ; 3.58; 6634;   90; 0.00;02 06 14.6;-04 21 54
  9414;HD 12951    ; 4.07; 6086;  102;-0.11;02 00 57.1;-78 52 13
  9768;HD 12979    ; 3.99; 6468;   92;-0.11;02 05 35.4;-51 59 28
  9934;HD 12983    ; 4.11; 6870;  102;-0.39;02 07 52.7;+35 33 13
  9991;HD 13024    ; 4.17; 6553;   78; 0.02;02 08 40.8;+42 09 46
  9915;HD 13026    ; 3.85; 6212;   90;-0.09;02 07 37.5;+08 50 46
  9818;HD 13033    ; 4.11; 5615;   96; 0.04;02 06 18.2;-45 41 47
  9911;HD 13043    ; 4.19; 5881;   69; 0.14;02 07 34.2;-00 37 02
  9400;HD 13060    ; 4.56; 5266;   54; 0.27;02 00 47.2;-80 31 57
 10038;HD 13076    ; 3.87; 6436;   80;-0.03;02 09 11.3;+45 50 26
 10082;HD 13127    ; 3.81; 6162;   87;-0.08;02 09 38.7;+44 40 18
  9943;HD 13131    ; 4.28; 6456;   78;-0.08;02 07 59.9;-21 20 51
  9872;HD 13133    ; 4.19; 6526;  113;-0.56;02 06 59.9;-50 38 17
  9883;HD 13147    ; 3.99; 5557;   77; 0.19;02 07 10.1;-47 47 54
 10050;HD 13201    ; 4.21; 6406;   65;-0.21;02 09 23.1;+17 13 27
 10047;HD 13227    ; 4.17; 6743;   93;-0.28;02 09 22.2;+05 59 10
 10033;HD 13228    ; 3.95; 6248;  126;-0.08;02 09 09.1;-02 19 55
 10010;HD 13239    ; 4.20; 6608;  105;-0.36;02 08 55.3;-16 00 34
 10012;HD 13252    ; 4.54; 5457;   95;-0.15;02 08 56.5;-27 25 10
 10008;HD 13289    ; 3.53; 6305;   91; 0.20;02 08 54.3;-35 47 31
 10118;HD 13297    ; 4.51; 6239;  103;-0.21;02 10 07.9;+12 06 49
 10257;HD 13354    ; 4.10; 6625;   89;-0.22;02 11 55.4;+49 35 47
 10201;HD 13364    ; 4.36; 6563;   87;-0.25;02 11 09.3;+23 13 00
 10117;HD 13386    ; 4.49; 5239;   64; 0.20;02 10 08.0;-31 04 11
 10096;HD 13387    ; 3.85; 6584;  107;-0.18;02 09 48.4;-40 51 59
 10067;HD 13388    ; 3.95; 6869;   85; 0.05;02 09 33.7;-45 28 00
 10276;HD 13483    ; 4.66; 5372;   68;-0.10;02 12 18.0;+21 58 57
 10409;HD 13504    ; 4.07; 6386;   86;-0.05;02 14 06.3;+61 41 03
 10321;HD 13507    ; 4.45; 5650;   62;-0.22;02 12 55.0;+40 40 06
 10339;HD 13531    ; 4.50; 5583;   72;-0.15;02 13 13.3;+40 30 27
 10466;HD 13540    ; 4.13; 6396;   78;-0.44;02 14 55.0;+66 19 15
 10287;HD 13545    ; 3.77; 6190;   77; 0.05;02 12 29.6;+16 42 02
 10373;HD 13608    ; 3.93; 5603;   63;-0.13;02 13 40.0;+32 58 52
 10369;HD 13609    ; 3.92; 6532;   88;-0.04;02 13 37.4;+31 55 08
 10348;HD 13722    ; 3.98; 6942;  132;-0.19;02 13 19.1;-14 54 27
 10278;HD 13724    ; 4.42; 5857;   56; 0.12;02 12 20.6;-46 48 59
 10450;HD 13727    ; 3.90; 6700;  106; 0.04;02 14 39.8;+33 18 56
 10519;HD 13759    ; 3.59; 6476;   95;-0.09;02 15 32.4;+49 12 35
 10629;HD 13783    ; 4.49; 5566;   66;-0.51;02 16 49.2;+64 57 09
 10468;HD 13801    ; 4.16; 6996;  101;-0.30;02 14 57.1;+22 37 43
 10301;HD 13808    ; 4.55; 5068;   71;-0.08;02 12 42.9;-53 44 38
 10505;HD 13825    ; 4.31; 5649;   70; 0.20;02 15 24.4;+24 16 16
 10681;HD 13829    ; 4.40; 6126;   72;-0.07;02 17 25.6;+65 15 43
 10510;HD 13836    ; 4.45; 5581;   61; 0.06;02 15 27.3;+27 21 26
 10423;HD 13847    ; 3.93; 6321;   94;-0.35;02 14 19.4;-27 54 27
 10743;HD 13908    ; 4.03; 6149;   75;-0.02;02 18 14.5;+65 35 39
 10558;HD 13914    ; 3.88; 6350;   71;-0.03;02 15 55.8;+15 49 08
 10474;HD 13920    ; 3.81; 6275;   91;-0.04;02 15 02.1;-23 32 26
 10590;HD 13933    ; 4.21; 7082;   98;-0.20;02 16 22.2;+31 02 37
 10483;HD 13992    ; 4.31; 6247;   95;-0.16;02 15 11.3;-35 07 03
 10567;HD 14119    ; 4.44; 6508;   87;-0.11;02 16 01.7;-36 28 18
 10570;HD 14196    ; 3.92; 6645;  113;-0.15;02 16 02.8;-52 53 19
 10767;HD 14222    ; 3.59; 6636;   79; 0.19;02 18 34.4;+21 53 51
 10728;HD 14285    ; 3.85; 6776;   89;-0.07;02 18 03.7;-23 37 40
 10781;HD 14290    ; 4.31; 6766;  115;-0.12;02 18 46.0;+07 42 20
 10716;HD 14294    ; 4.33; 6373;  114;-0.25;02 17 59.2;-28 22 23
 10810;HD 14305    ; 4.36; 6084;   74;-0.15;02 19 08.7;+19 41 15
 10783;HD 14338    ; 4.14; 6572;   95;-0.11;02 18 51.6;-07 27 29
 10868;HD 14348    ; 4.09; 6134;   86; 0.24;02 19 52.9;+31 20 14
